z_mean,z_std,z_min,z_max,z_range,x_mean,x_std,x_range,y_mean,y_std,y_range,sample_count,lat,lon,timestamp,label
-0.1474191240769231,0.6491799706767029,-1.5043565,1.1356496,2.6400061,-0.7267246125,0.43343482320734844,1.8155231600000001,-9.769803403846153,0.11729396702147558,0.6903570000000006,26,52.49374527018517,13.421667292714119,1713798470512,pothole
-2.1293028841885486,5.197341525295354,-10.465933,10.059557,20.525489999999998,-0.6878117968296077,5.069030234612856,19.403886999999997,-0.4712423870391074,6.16226626172817,20.651903,716,52.42861201,13.53624804,1713253562158,pothole
-3.23425505382514,5.424192265181673,-6.817808,8.048109,14.865917,-1.2559543650601064,6.455792402027807,17.6329746,2.4923589770491796,2.883654518523056,9.6562945,366,52.42878676,13.53611713,1713253564000,pothole
-4.525985294535517,4.357945526922621,-6.817808,8.048109,14.865917,2.0052034997541,6.281296235798719,15.2461186,1.7722372160109294,2.6759961224455457,9.51328083,183,52.42878676,13.53611713,1713253564000,pothole
-4.089641596739131,4.373900749423854,-6.4084005,7.659131,14.067531500000001,5.341276754347828,3.0783912357168273,9.3195104,2.088967025108696,3.268030872781995,9.37409792,92,52.42878676,13.53611713,1713253564000,pothole
-1.8953748673913047,5.350644251111916,-6.4084005,7.659131,14.067531500000001,3.8171504391304345,3.7821884967444253,9.3195104,3.7034257047826094,4.018197218673028,9.37409792,46,52.42878676,13.53611713,1713253564000,pothole
2.4591609521739133,4.396354740444672,-6.4084005,7.659131,14.067531500000001,0.7392931391304348,3.107820069571,9.1305265,6.977503276521739,3.2940211830936255,9.37409792,23,52.42878676,13.53611713,1713253564000,pothole
2.6516222967000003,4.08278511570039,-1.294637,8.727463,10.0221,2.623683784799999,1.87989093016858,7.4922473,-4.452242180000001,6.598461499862628,15.478372,50,52.38345621,13.11991914,1713001057913,pothole
4.814706991034484,4.18320848286082,-0.7776276,8.727463,9.5050906,1.982309180344828,1.6653663971602162,5.4278791,-1.081899775862069,6.924595028404788,15.478372,29,52.38345621,13.11991914,1713001059000,pothole
-6.488103000000002,0.36854017246436116,-7.8243713,-6.0412393,1.7831320000000002,2.0109000870370375,0.3515545732570239,1.9862821000000002,6.662718687037036,0.6339760156396385,2.4554348,54,52.50393912,13.39103643,1712215477901,pothole
-6.557123937500001,0.43636623584435336,-7.8243713,-6.043871,1.7805003,2.0641559999999997,0.39616866106522586,1.9862821000000002,6.580287159374999,0.6708829511340348,2.3249464,32,52.50393912,13.39103643,1712215479000,pothole
-6.821139856603773,0.8952908258810506,-9.5277405,-5.8776493,3.6500912000000003,1.6906691580377355,0.6036012060871934,2.677568804,6.2996338377358505,1.337666085242949,5.2628536,53,52.49475903,13.3978109,1712215848211,pothole
-6.743546529411766,0.8913407276372771,-9.5277405,-5.8776493,3.6500912000000003,1.6402728845882353,0.6214051052464131,2.301655704,6.3525289735294095,1.3228231614135453,5.2236113,34,52.49475903,13.3978109,1712215850000,pothole
1.9852565079512192,1.259488640285723,-1.151691,2.809556,3.961247,-9.155733780487804,0.29422603572550216,1.2953050000000008,-1.9603840858536583,0.8108769858869886,4.01766998,41,52.54162814933807,13.441324699670076,1714406247544,pothole
1.7714846214814812,1.3831168784483547,-1.151691,2.72125,3.872941,-9.203948259259258,0.29735254737299716,1.2953050000000008,-1.926203340740741,0.8737277091943931,3.4685199000000004,27,52.54161260090768,13.44132537022233,1714406249000,pothole
-7.686062047447693,4.561056021181912,-9.84759,8.534292,18.381882,-0.2837929576598326,0.8678625773473742,5.902505400000001,-1.308043357907952,3.4470290258162195,15.1064557,239,52.42891342,13.53626273,1712227041573,pothole
-8.877183085919999,3.3108425254768057,-9.84759,8.534292,18.381882,-0.5757114375199998,0.28322834928972446,3.0605875,-0.25141059832000007,2.1085086476081853,14.0641807,125,52.42891342,13.53626273,1712227043000,pothole
-8.04031563079365,4.5096610736733815,-9.764593,8.534292,18.298885,-0.5461396749206346,0.39672908625628506,3.0605875,-0.7013306441269841,2.9005037959106166,14.0641807,63,52.42891342,13.53626273,1712227043000,pothole
-6.401157382500001,5.880295496544151,-9.7382555,8.534292,18.2725475,-0.4762167903125001,0.5427439047648849,3.0605875,-1.5838092065625,3.870421295262415,14.0641807,32,52.42891342,13.53626273,1712227043000,pothole
0.9511476575080411,2.6221691722278737,-4.712026,9.417912,14.129938,-0.03386777052249996,2.296685242553539,14.632908,-8.076169196375002,4.383745830593296,16.3078842,240,52.39612783,13.24045871,1714066219382,pothole
1.0892160009763772,2.3662768584502785,-2.8161132,8.804709,11.620822200000001,-0.19333411503464557,2.2499615164899507,12.562318399999999,-8.180424618110235,4.319818705341853,16.302142699999997,127,52.39612783,13.24045871,1714066221000,pothole
1.4331985438671873,2.8338231508815808,-1.6358132,8.804709,10.4405222,-0.2280210740624997,2.965749972900089,11.6637345,-7.1149408328125014,5.26126590283264,16.302142699999997,64,52.39612783,13.24045871,1714066221000,pothole
0.603963402890625,0.9819359713717439,-1.6358132,2.3759933,4.0118065000000005,1.2434750965624997,1.415706650376929,5.8143996,-9.617491765625001,0.31049636816910264,1.0218940000000014,32,52.39612783,13.24045871,1714066221000,pothole
1.5922441219230774,0.5626624285442074,0.16806503,2.3408,2.17273497,-9.6852595,0.18081591504876746,1.0442049999999998,2.2971854153846154,0.44840308509184845,2.40617,26,52.43057999999999,13.26057,1713764812870,pothole
-3.159066813999999,2.974537093151013,-8.000646,0.926965,8.927610999999999,-8.312783528,1.681621025281178,5.151210999999999,1.8013199231999997,0.9455936400257234,5.19433574,25,52.43116666666666,13.261303333333334,1713764929265,pothole
